fqn,global_combat_id,name,icon,attack_type,ablGlobalCooldownTime,mirror_fqn,exclusive_to_spec,is_interrupt,grants_absorb,its_revive,ignore_alacrity,is_passive,is_dcd,dcd_candidate
abl.exp.macrobinoculars.roth.republic.coruscant.deena_riss_die,,,datapad,None,,,,False,False,False,True,False,False,False
abl.exp.macrobinoculars.roth.republic.coruscant.droid_reconstruction,3169402396606464,Reconstructing,rapidscan,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.macrobinoculars.roth.republic.coruscant.flame_burst,3174186990174208,Flame Burst,flameburst,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.macrobinoculars.roth.republic.coruscant.grapple,3174161220370432,Grapple,grapple,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.macrobinoculars.roth.republic.coruscant.heat_beam,3174169810305024,Heat Beam,bloomingshot,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.macrobinoculars.roth.republic.coruscant.the_shrouds_gambit.buff_camera_targeted,,,stimpack,None,,,,False,False,False,True,False,False,False
abl.exp.seasons.01.emperors_power.temp_ability_grant,,,choke,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.emperors_power.vaklorian_dark_blast,3770010623279104,Dark Blast,lightningstrike,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.emperors_power.vaklorian_dark_ritual,3770049277984768,Dark Ritual,lightningdrain,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.emperors_power.vaklorian_dark_shield,3770036393082880,Dark Shield,shadowtechnique,None,,,,False,True,False,True,False,False,False
abl.exp.seasons.01.emperors_power.vaklorians_power,3643257548439552,Force Blast,abl_si_so_tempest_mastery,Force,-1.0,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_01.prisoner_exhaustion,,,shackles,None,,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_01.prisoner_npc,,,shackles,None,,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_01.ship_damage_exhaustion,,,damagereduced,None,,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_1.bayonet_strike,3707381410168832,Bayonet Strike,stockStrike,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_1.cover_fire,3707390000103424,Cover Fire,cheapShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_1.full_auto,3707398590038016,Full Auto,fullAuto,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_1.leaping_bayonet,3707385705136128,Leaping Jetstorm,trickblades,Ranged/Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.diving_rocket_punch,3757026937143296,Defensive Jet Maneuvers,rocketPunch,Ranged,2.5,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.firestorm,3748170714578944,Dragon's Flame,abl_bh_pt_firestorm,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.flaming_fist,3748149239742464,Rocket Punch,abl_bh_pt_flaming_fist,Tech,3.5,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.high_impact_round,3748192189415424,High Impact Round,perforatingshot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.incendiary_missile,3748179304513536,Ejecting Fuel Canister,volitileWarhead,Tech,3.5,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_3.tactical_accelerant,3748157829677056,Tactical Accelerant,explosivefuel,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_4.gut,3749025413070848,Gut,retractableblade,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_4.rocket_gut,3749021118103552,Rocket Gut,trickblades,Ranged/Tech,2.5,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_4.shotgun_burst,3749029708038144,Scattershot,pumpaction,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_4.shotgun_channel_cone,3749038297972736,Wide Scattershot Series,pumpaction,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_4.wrist_laser_channel,3749042592940032,Wrist Laser Burst,flurryOfBolts,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.battledroid_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.electrosmash,3749076952678400,Electropulse,shockwave,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.interrupting_shock_singlegun,3749089837580288,Interrupting Shock,ring01,None,-1.0,,,True,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.ion_beams,3749098427514880,Ion Beams,ionClip,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.ion_cell_permanent,3749085542612992,Ion Cell,ionClip,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.skytrooer_boss_5.ion_storm,3749175736926208,Ion Storm,abl_tr_vg_ion_storm,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.teleport_to_target,3588638449336320,Cover Dive,disengagegunslinger,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_01.tutorial_popup,,,stimpack,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.carbonite_sickness,3579472989126656,Hibernation Sickness,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap,3557216468598784,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_bh,3557581540818944,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_knight,3557491346505728,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_smug_agent,3557542886113280,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_sorc,3557590130753536,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_trop,3557615900557312,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.force_leap_war,3557585835786240,Force Leap,forceCharge,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.monolith.flurry,3677539977396224,Swipe,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.monolith.knockback,3677578632101888,Knockback,,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.monolith.shout,3677570042167296,Terrible Shout,abl_tr_vg_ion_storm,Force,6.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.obliterate,3589385773645824,Obliterate,saberstorm,Melee,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.valkorion.aoe_hot,3757288930148352,Healing Wave,consumption,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.valkorion.single_target_heal,3757301815050240,Soothe,darkGift,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.valkorion.single_target_hot,3757293225115648,Mending,reanimation,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.valkorion.single_target_shield,3757297520082944,Protective Barrier,electricshield,None,-1.0,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_02_a_dream_of_empire.valkorions_guidance,3677892164714496,Valkorion's Guidance,abl_ag_sn_corrosive_dispersion,None,-1.0,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_03.atst.orbital_strike,3632073453600768,Orbital Strike,,Tech,3.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.bridge_skytrooper_flurry,3584897532821504,Hammer Shot,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.darkside_skytrooper_flurry,3584893237854208,Hammer Shot,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.hammer_shot,3586594044903424,Hammer Shot,hammerShot,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.jet_boost,3587057901371392,Jet Boost,jetBoost,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.lightning_strike,,,force_lightning,None,-1.0,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_03.missile_salvo,3586572570066944,Missile Salvo,missilesalvo,Tech,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.flurry,3601879833509888,Basic Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.force_leap,3633267454509056,Force Leap,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.force_rift,3633460728037376,Force Rift,,Ranged/Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.force_rift_no_knockback,3926437627166720,Force Rift,,Ranged/Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.hilt_strike,3602253495664640,Staff Strike,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.leg_sweep,3602455359127552,Leg Sweep,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.novo.special_attack,3601922783182848,Special Attack,,Ranged,1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.tanek.flurry,3602446769192960,Basic Attack,,Ranged,1.2999999523162842,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.tanek.force_leap,3633263159541760,Force Leap,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.tanek.force_wave,3633271749476352,Force Wave,abl_jk_gu_vigilant_strike,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.novo_tanek_boss.tanek.special_attack,3603348712325120,Basic Attack,,Ranged,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.skytrooper_missile_barrage,3583712121847808,Missile Assault,missilefan,Tech,-1.0,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_03.weapon_locker.prototype_rifle,3636282521550848,Prototype Rifle,rifle.low07.a02_v04,None,0.10000000149011612,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_03.weapon_locker.rifle_blast,3636265341681664,Prototype Rifle Blast,rifle.low07.a02_v04,None,-1.0,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_03_zakuul.lana_plot_protection,,,stimpack,None,,,,False,True,False,False,True,False,False
abl.exp.seasons.01.ep_04.gravestone_teleport,3786898434686976,Map to the Gravestone,starmap,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_04.phase_teleport,3786928499458048,Map to the Eastern Swamp,starmap,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_05.control_droid.immunity_channel,3745645273808896,Command Reinforcements,jetcharge,None,-1.0,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_05.knight_boss.add_immunity,3748866499280896,Concentration,abl_ag_op_tactical_med,None,0.10000000149011612,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_05.knight_boss.immunity,3747586599026688,Concentration,abl_ag_op_tactical_med,None,0.10000000149011612,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_05.knight_boss.knight_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_05.knight_boss.walker_aggro,3785176152801280,Create Aggro,,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_05.knight_boss.walker_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_05.senya.summon_senya,3746912289161216,,tacticalmap,None,0.10000000149011612,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_06.berusal_vanat_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.death_field_cast,3761051321499648,Death Field,deathfield,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_06.dojo_1_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.dojo_2_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.heskal_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.heskal_damage,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.heskal_limiter,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.maral_forcequake,3719377253826560,Forcequake,forcequake,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_06.maral_tersu_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.oggo_barks,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_06.project_storm,3638541674348544,Debris Storm,upheaval,Force,-1.0,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_06.tersu_death_field,3721468902899712,Death Field,deathfield,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_06.vanat_force_storm,3721833975119872,Force Storm,forceStorm,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.summon_t7,,,tacticalmap,None,0.10000000149011612,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_channel_passive,3735444726480896,Accessing,slicing,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_feed_01_dispel,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_feed_02_dispel,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_feed_03_dispel,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_feed_04_dispel,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_grant,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_grant_dispel,,,choke,None,,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_07.t7_hacking_player_ability,3727889879007232,T7 Get to It,levelup,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_barks_control_spar,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_08.arcann_barks_scion,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_08.arcann_cc_stun,3778059391991808,Stunning Blast,lightningstrike,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_charge_saber,3660385878016000,Charging Saber...,callontheforce,None,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_charged_leap,3660265618931712,Charged Leap,thunderfist,Force,5.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_charged_smash,3662683685519360,Charged Smash,thunderfist,Force,5.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_health_boost,,,Stimpack,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_08.arcann_shockwave,3650060776636416,Shockwave,shockwave,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_ultimate_defense,,,Stimpack,None,,,,False,True,False,False,True,False,False
abl.exp.seasons.01.ep_08.arcann_ultimate_defense_reapply,,,Stimpack,None,,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_08.arcann_undefeatable_defense,,,Stimpack,None,,,,False,True,False,False,True,False,False
abl.exp.seasons.01.ep_08.arcann_undefeatable_defense_reapply,,,Stimpack,None,,,,False,True,False,False,False,False,False
abl.exp.seasons.01.ep_08.asylum_damage_exhaustion,,,damagereduced,None,,,,False,False,False,True,False,False,False
abl.exp.seasons.01.ep_08.backhand_knockback,3784759540973568,Backhand,backhand,Force,-1.0,,,False,False,False,False,False,False,False
abl.exp.seasons.01.ep_08.exhaustion_injured,3747444865105920,Impaled,,None,,,,False,False,False,False,True,False,False
abl.exp.seasons.01.ep_08.exhaustion_valkorions_power_aftereffects,3747573714124800,Aftershocks,,None,,,,False,False,False,False,True,False,False
